parent,gau,demand_sector,resource_bin,year,value,id,sensitivity
Electricity Transmission Costs,MROW,,,2028,13.492,3218,
Electricity Transmission Costs,MROW,,,2029,13.506,3219,
Electricity Transmission Costs,MROW,,,2030,13.521,3220,
Electricity Transmission Costs,MROW,,,2031,13.543,3221,
Electricity Transmission Costs,MROW,,,2032,13.6,3222,
Electricity Transmission Costs,MROW,,,2033,13.652,3223,
Electricity Transmission Costs,MROW,,,2034,13.72,3224,
Electricity Transmission Costs,MROW,,,2035,13.778,3225,
Electricity Transmission Costs,MROW,,,2036,13.843,3226,
Electricity Transmission Costs,MROW,,,2037,13.891,3227,
Electricity Transmission Costs,MROW,,,2038,13.956,3228,
Electricity Transmission Costs,MROW,,,2039,13.998,3229,
Electricity Transmission Costs,MROW,,,2040,14.044,3230,
Electricity Transmission Costs,MROW,,,2041,14.101,3231,
Electricity Transmission Costs,MROW,,,2042,14.107,3232,
Electricity Transmission Costs,MROW,,,2043,14.051,3233,
Electricity Transmission Costs,MROW,,,2044,13.995,3234,
Electricity Transmission Costs,MROW,,,2045,13.943,3235,
Electricity Transmission Costs,MROW,,,2046,13.897,3236,
Electricity Transmission Costs,MROW,,,2047,13.857,3237,
Electricity Transmission Costs,MROW,,,2048,13.842,3238,
Electricity Transmission Costs,MROW,,,2049,13.839,3239,
Electricity Transmission Costs,MROW,,,2050,13.82,3240,
Electricity Transmission Costs,RFCW,,,2015,8.955,3241,
Electricity Transmission Costs,RFCW,,,2016,9.241,3242,
Electricity Transmission Costs,RFCW,,,2017,9.357,3243,
Electricity Transmission Costs,RFCW,,,2018,9.53,3244,
Electricity Transmission Costs,RFCW,,,2019,9.599,3245,
Electricity Transmission Costs,RFCW,,,2020,9.738,3246,
Electricity Transmission Costs,RFCW,,,2021,9.832,3247,
Electricity Transmission Costs,RFCW,,,2022,9.901,3248,
Electricity Transmission Costs,RFCW,,,2023,9.953,3249,
Electricity Transmission Costs,RFCW,,,2024,10.035,3250,
Electricity Transmission Costs,RFCW,,,2025,10.121,3251,
Electricity Transmission Costs,RFCW,,,2026,10.215,3252,
Electricity Transmission Costs,RFCW,,,2027,10.313,3253,
Electricity Transmission Costs,RFCW,,,2028,10.409,3254,
Electricity Transmission Costs,RFCW,,,2029,10.518,3255,
Electricity Transmission Costs,RFCW,,,2030,10.639,3256,
Electricity Transmission Costs,RFCW,,,2031,10.736,3257,
Electricity Transmission Costs,RFCW,,,2032,10.85,3258,
Electricity Transmission Costs,RFCW,,,2033,10.942,3259,
Electricity Transmission Costs,RFCW,,,2034,11.046,3260,
Electricity Transmission Costs,RFCW,,,2035,11.134,3261,
Electricity Transmission Costs,RFCW,,,2036,11.201,3262,
Electricity Transmission Costs,RFCW,,,2037,11.27,3263,
Electricity Transmission Costs,RFCW,,,2038,11.331,3264,
Electricity Transmission Costs,RFCW,,,2039,11.38,3265,
Electricity Transmission Costs,RFCW,,,2040,11.429,3266,
Electricity Transmission Costs,RFCW,,,2041,11.505,3267,
Electricity Transmission Costs,RFCW,,,2042,11.571,3268,
Electricity Transmission Costs,RFCW,,,2043,11.569,3269,
Electricity Transmission Costs,RFCW,,,2044,11.611,3270,
Electricity Transmission Costs,RFCW,,,2045,11.641,3271,
Electricity Transmission Costs,RFCW,,,2046,11.684,3272,
Electricity Transmission Costs,RFCW,,,2047,11.725,3273,
Electricity Transmission Costs,RFCW,,,2048,11.781,3274,
Electricity Transmission Costs,RFCW,,,2049,11.83,3275,
Electricity Transmission Costs,RFCW,,,2050,11.845,3276,
Electricity Transmission Costs,SRMW,,,2015,4.981,3277,
Electricity Transmission Costs,SRMW,,,2016,5.192,3278,
Electricity Transmission Costs,SRMW,,,2017,5.411,3279,
Electricity Transmission Costs,SRMW,,,2018,5.639,3280,
Electricity Transmission Costs,SRMW,,,2019,5.754,3281,
Electricity Transmission Costs,SRMW,,,2020,5.962,3282,
Electricity Transmission Costs,SRMW,,,2021,6.117,3283,
Electricity Transmission Costs,SRMW,,,2022,6.177,3284,
Electricity Transmission Costs,SRMW,,,2023,6.218,3285,
Electricity Transmission Costs,SRMW,,,2024,6.268,3286,
Electricity Transmission Costs,SRMW,,,2025,6.325,3287,
Electricity Transmission Costs,SRMW,,,2026,6.369,3288,
Electricity Transmission Costs,SRMW,,,2027,6.415,3289,
Electricity Transmission Costs,SRMW,,,2028,6.469,3290,
Electricity Transmission Costs,SRMW,,,2029,6.522,3291,
Electricity Transmission Costs,SRMW,,,2030,6.576,3292,
Electricity Transmission Costs,SRMW,,,2031,6.636,3293,
Electricity Transmission Costs,SRMW,,,2032,6.729,3294,
Electricity Transmission Costs,SRMW,,,2033,6.792,3295,
Electricity Transmission Costs,SRMW,,,2034,6.88,3296,
Electricity Transmission Costs,SRMW,,,2035,6.943,3297,
Electricity Transmission Costs,SRMW,,,2036,7.0,3298,
Electricity Transmission Costs,SRMW,,,2037,7.053,3299,
Electricity Transmission Costs,SRMW,,,2038,7.108,3300,
Electricity Transmission Costs,SRMW,,,2039,7.157,3301,
Electricity Transmission Costs,SRMW,,,2040,7.216,3302,
Electricity Transmission Costs,SRMW,,,2041,7.284,3303,
Electricity Transmission Costs,SRMW,,,2042,7.33,3304,
Electricity Transmission Costs,SRMW,,,2043,7.343,3305,
Electricity Transmission Costs,SRMW,,,2044,7.372,3306,
Electricity Transmission Costs,SRMW,,,2045,7.395,3307,
Electricity Transmission Costs,SRMW,,,2046,7.427,3308,
Electricity Transmission Costs,SRMW,,,2047,7.4,3309,
Electricity Transmission Costs,SRMW,,,2048,7.409,3310,
Electricity Transmission Costs,SRMW,,,2049,7.422,3311,
Electricity Transmission Costs,SRMW,,,2050,7.434,3312,
Electricity Transmission Costs,SPNO,,,2015,10.97,3313,
Electricity Transmission Costs,SPNO,,,2016,11.203,3314,
Electricity Transmission Costs,SPNO,,,2017,11.398,3315,
Electricity Transmission Costs,SPNO,,,2018,11.752,3316,
Electricity Transmission Costs,SPNO,,,2019,11.952,3317,
Electricity Transmission Costs,SPNO,,,2020,12.313,3318,
Electricity Transmission Costs,SPNO,,,2021,12.616,3319,
Electricity Transmission Costs,SPNO,,,2022,12.732,3320,
Electricity Transmission Costs,SPNO,,,2023,12.815,3321,
Electricity Transmission Costs,SPNO,,,2024,12.776,3322,
Electricity Transmission Costs,SPNO,,,2025,12.757,3323,
Electricity Transmission Costs,SPNO,,,2026,12.737,3324,
Electricity Transmission Costs,SPNO,,,2027,12.729,3325,
Electricity Transmission Costs,SPNO,,,2028,12.711,3326,
Electricity Transmission Costs,SPNO,,,2029,12.67,3327,
Electricity Transmission Costs,SPNO,,,2030,12.643,3328,
Electricity Transmission Costs,SPNO,,,2031,12.641,3329,
Electricity Transmission Costs,SPNO,,,2032,12.633,3330,
Electricity Transmission Costs,SPNO,,,2033,12.646,3331,
Electricity Transmission Costs,SPNO,,,2034,12.67,3332,
Electricity Transmission Costs,SPNO,,,2035,12.713,3333,
Electricity Transmission Costs,SPNO,,,2036,12.763,3334,
Electricity Transmission Costs,SPNO,,,2037,12.81,3335,
Electricity Transmission Costs,SPNO,,,2038,12.864,3336,
Electricity Transmission Costs,SPNO,,,2039,12.924,3337,
Electricity Transmission Costs,SPNO,,,2040,12.978,3338,
Electricity Transmission Costs,SPNO,,,2041,13.039,3339,
Electricity Transmission Costs,SPNO,,,2042,13.073,3340,
Electricity Transmission Costs,SPNO,,,2043,13.033,3341,
Electricity Transmission Costs,SPNO,,,2044,13.003,3342,
Electricity Transmission Costs,SPNO,,,2045,13.0,3343,
Electricity Transmission Costs,SPNO,,,2046,12.989,3344,
Electricity Transmission Costs,SPNO,,,2047,12.997,3345,
Electricity Transmission Costs,SPNO,,,2048,12.992,3346,
Electricity Transmission Costs,SPNO,,,2049,12.994,3347,
Electricity Transmission Costs,SPNO,,,2050,12.969,3348,
Electricity Transmission Costs,RFCM,,,2015,10.78,3349,
Electricity Transmission Costs,RFCM,,,2016,11.243,3350,
Electricity Transmission Costs,RFCM,,,2017,10.937,3351,
Electricity Transmission Costs,RFCM,,,2018,10.855,3352,
Electricity Transmission Costs,RFCM,,,2019,10.786,3353,
Electricity Transmission Costs,RFCM,,,2020,10.766,3354,
Electricity Transmission Costs,RFCM,,,2021,10.765,3355,
Electricity Transmission Costs,RFCM,,,2022,10.719,3356,
Electricity Transmission Costs,RFCM,,,2023,10.711,3357,
Electricity Transmission Costs,RFCM,,,2024,10.673,3358,
Electricity Transmission Costs,RFCM,,,2025,10.64,3359,
Electricity Transmission Costs,RFCM,,,2026,10.614,3360,
Electricity Transmission Costs,RFCM,,,2027,10.588,3361,
Electricity Transmission Costs,RFCM,,,2028,10.569,3362,
Electricity Transmission Costs,RFCM,,,2029,10.55,3363,
Electricity Transmission Costs,RFCM,,,2030,10.524,3364,
Electricity Transmission Costs,RFCM,,,2031,10.569,3365,
Electricity Transmission Costs,RFCM,,,2032,10.619,3366,
Electricity Transmission Costs,RFCM,,,2033,10.624,3367,
Electricity Transmission Costs,RFCM,,,2034,10.638,3368,
Electricity Transmission Costs,RFCM,,,2035,10.639,3369,
Electricity Transmission Costs,RFCM,,,2036,10.659,3370,
Electricity Transmission Costs,RFCM,,,2037,10.655,3371,
Electricity Transmission Costs,RFCM,,,2038,10.654,3372,
Electricity Transmission Costs,RFCM,,,2039,10.666,3373,
Electricity Transmission Costs,RFCM,,,2040,10.679,3374,
Electricity Transmission Costs,RFCM,,,2041,10.722,3375,
Electricity Transmission Costs,RFCM,,,2042,10.747,3376,
Electricity Transmission Costs,RFCM,,,2043,10.746,3377,
Electricity Transmission Costs,RFCM,,,2044,10.734,3378,
Electricity Transmission Costs,RFCM,,,2045,10.757,3379,
Electricity Transmission Costs,RFCM,,,2046,10.742,3380,
Electricity Transmission Costs,RFCM,,,2047,10.752,3381,
Electricity Transmission Costs,RFCM,,,2048,10.751,3382,
Electricity Transmission Costs,RFCM,,,2049,10.738,3383,
Electricity Transmission Costs,RFCM,,,2050,10.747,3384,
Electricity Transmission Costs,NYUP,,,2015,21.289,3385,
Electricity Transmission Costs,NYUP,,,2016,20.753,3386,
Electricity Transmission Costs,NYUP,,,2017,21.203,3387,
Electricity Transmission Costs,NYUP,,,2018,21.94,3388,
Electricity Transmission Costs,NYUP,,,2019,22.588,3389,
Electricity Transmission Costs,NYUP,,,2020,22.982,3390,
Electricity Transmission Costs,NYUP,,,2021,22.887,3391,
Electricity Transmission Costs,NYUP,,,2022,22.945,3392,
Electricity Transmission Costs,NYUP,,,2023,22.897,3393,
Electricity Transmission Costs,NYUP,,,2024,22.954,3394,
Electricity Transmission Costs,NYUP,,,2025,23.025,3395,
Electricity Transmission Costs,NYUP,,,2026,23.092,3396,
Electricity Transmission Costs,NYUP,,,2027,23.158,3397,
Electricity Transmission Costs,NYUP,,,2028,23.201,3398,
Electricity Transmission Costs,NYUP,,,2029,23.264,3399,
Electricity Transmission Costs,NYUP,,,2030,23.31,3400,
Electricity Transmission Costs,NYUP,,,2031,23.373,3401,
Electricity Transmission Costs,NYUP,,,2032,23.442,3402,
Electricity Transmission Costs,NYUP,,,2033,23.536,3403,
Electricity Transmission Costs,NYUP,,,2034,23.621,3404,
Electricity Transmission Costs,NYUP,,,2035,23.732,3405,
Electricity Transmission Costs,NYUP,,,2036,23.838,3406,
Electricity Transmission Costs,NYUP,,,2037,23.942,3407,
Electricity Transmission Costs,NYUP,,,2038,24.031,3408,
Electricity Transmission Costs,NYUP,,,2039,24.132,3409,
Electricity Transmission Costs,NYUP,,,2040,24.3,3410,
Electricity Transmission Costs,NYUP,,,2041,24.471,3411,
Electricity Transmission Costs,NYUP,,,2042,24.391,3412,
Electricity Transmission Costs,NYUP,,,2043,24.362,3413,
Electricity Transmission Costs,NYUP,,,2044,24.342,3414,
Electricity Transmission Costs,NYUP,,,2045,24.333,3415,
Electricity Transmission Costs,NYUP,,,2046,24.294,3416,
Electricity Transmission Costs,NYUP,,,2047,24.282,3417,
Electricity Transmission Costs,NYUP,,,2048,24.363,3418,
Electricity Transmission Costs,NYUP,,,2049,24.506,3419,
Electricity Transmission Costs,NYUP,,,2050,24.558,3420,
Electricity Transmission Costs,ERCT,,,2015,10.878,3421,
Electricity Transmission Costs,ERCT,,,2016,11.055,3422,
Electricity Transmission Costs,ERCT,,,2017,11.049,3423,
Electricity Transmission Costs,ERCT,,,2018,11.119,3424,
Electricity Transmission Costs,ERCT,,,2019,11.227,3425,
Electricity Transmission Costs,ERCT,,,2020,11.31,3426,
Electricity Transmission Costs,ERCT,,,2021,11.417,3427,
Electricity Transmission Costs,ERCT,,,2022,11.431,3428,
Electricity Transmission Costs,ERCT,,,2023,11.517,3429,
Electricity Transmission Costs,ERCT,,,2024,11.484,3430,
Electricity Transmission Costs,ERCT,,,2025,11.478,3431,
Electricity Transmission Costs,ERCT,,,2026,11.508,3432,
Electricity Transmission Costs,ERCT,,,2027,11.55,3433,
Electricity Transmission Costs,ERCT,,,2028,11.625,3434,
Electricity Transmission Costs,ERCT,,,2029,11.636,3435,
Electricity Transmission Costs,ERCT,,,2030,11.641,3436,
Electricity Transmission Costs,ERCT,,,2031,11.69,3437,
Electricity Transmission Costs,ERCT,,,2032,11.704,3438,
Electricity Transmission Costs,ERCT,,,2033,11.727,3439,
Electricity Transmission Costs,ERCT,,,2034,11.723,3440,
Electricity Transmission Costs,ERCT,,,2035,11.707,3441,
Electricity Transmission Costs,ERCT,,,2036,11.719,3442,
Electricity Transmission Costs,ERCT,,,2037,11.736,3443,
Electricity Transmission Costs,ERCT,,,2038,11.766,3444,
Electricity Transmission Costs,ERCT,,,2039,11.796,3445,
Electricity Transmission Costs,ERCT,,,2040,11.86,3446,
Electricity Transmission Costs,ERCT,,,2041,11.917,3447,
Electricity Transmission Costs,ERCT,,,2042,11.93,3448,
Electricity Transmission Costs,ERCT,,,2043,11.92,3449,
Electricity Transmission Costs,ERCT,,,2044,11.924,3450,
Electricity Transmission Costs,ERCT,,,2045,11.931,3451,
Electricity Transmission Costs,ERCT,,,2046,11.954,3452,
Electricity Transmission Costs,ERCT,,,2047,11.966,3453,
Electricity Transmission Costs,ERCT,,,2048,12.003,3454,
Electricity Transmission Costs,ERCT,,,2049,12.037,3455,
Electricity Transmission Costs,ERCT,,,2050,12.07,3456,
Electricity Transmission Costs,NYLI,,,2015,46.385,3457,
Electricity Transmission Costs,NYLI,,,2016,47.118,3458,
Electricity Transmission Costs,NYLI,,,2017,47.396,3459,
Electricity Transmission Costs,NYLI,,,2018,48.082,3460,
Electricity Transmission Costs,NYLI,,,2019,48.665,3461,
Electricity Transmission Costs,NYLI,,,2020,49.3,3462,
Electricity Transmission Costs,NYLI,,,2021,49.796,3463,
Electricity Transmission Costs,NYLI,,,2022,50.379,3464,
Electricity Transmission Costs,NYLI,,,2023,50.942,3465,
Electricity Transmission Costs,NYLI,,,2024,51.439,3466,
Electricity Transmission Costs,NYLI,,,2025,51.926,3467,
Electricity Transmission Costs,NYLI,,,2026,52.392,3468,
Electricity Transmission Costs,NYLI,,,2027,52.822,3469,
Electricity Transmission Costs,NYLI,,,2028,53.194,3470,
Electricity Transmission Costs,NYLI,,,2029,53.528,3471,
Electricity Transmission Costs,NYLI,,,2030,53.901,3472,
Electricity Transmission Costs,NYLI,,,2031,54.245,3473,
Electricity Transmission Costs,NYLI,,,2032,54.589,3474,
Electricity Transmission Costs,NYLI,,,2033,54.965,3475,
Electricity Transmission Costs,NYLI,,,2034,55.319,3476,
Electricity Transmission Costs,NYLI,,,2035,55.679,3477,
Electricity Transmission Costs,NYLI,,,2036,56.022,3478,
Electricity Transmission Costs,NYLI,,,2037,56.351,3479,
Electricity Transmission Costs,NYLI,,,2038,56.669,3480,
Electricity Transmission Costs,NYLI,,,2039,56.968,3481,
Electricity Transmission Costs,NYLI,,,2040,57.304,3482,
Electricity Transmission Costs,NYLI,,,2041,57.618,3483,
Electricity Transmission Costs,NYLI,,,2042,57.512,3484,
Electricity Transmission Costs,NYLI,,,2043,57.554,3485,
Electricity Transmission Costs,NYLI,,,2044,57.646,3486,
Electricity Transmission Costs,NYLI,,,2045,57.748,3487,
Electricity Transmission Costs,NYLI,,,2046,57.805,3488,
Electricity Transmission Costs,NYLI,,,2047,57.845,3489,
Electricity Transmission Costs,NYLI,,,2048,57.928,3490,
Electricity Transmission Costs,NYLI,,,2049,58.026,3491,
Electricity Transmission Costs,NYLI,,,2050,58.121,3492,
liquid hydrogen truck delivery - capital,us,,,2010,1.18,3493,
distribution - capital,new england,,,2015,0.828,3494,
distribution - capital,new england,,,2016,0.828,3495,
distribution - capital,new england,,,2017,0.828,3496,
distribution - capital,new england,,,2018,0.828,3497,
distribution - capital,new england,,,2019,0.828,3498,
distribution - capital,new england,,,2020,0.828,3499,
distribution - capital,new england,,,2021,0.828,3500,
distribution - capital,new england,,,2022,0.828,3501,
distribution - capital,new england,,,2023,0.828,3502,
distribution - capital,new england,,,2024,0.828,3503,
distribution - capital,new england,,,2025,0.828,3504,
distribution - capital,new england,,,2026,0.828,3505,
distribution - capital,new england,,,2027,0.828,3506,
distribution - capital,new england,,,2028,0.828,3507,
distribution - capital,new england,,,2029,0.828,3508,
distribution - capital,new england,,,2030,0.828,3509,
distribution - capital,new england,,,2031,0.828,3510,
distribution - capital,new england,,,2032,0.828,3511,
distribution - capital,new england,,,2033,0.828,3512,
distribution - capital,new england,,,2034,0.828,3513,
distribution - capital,new england,,,2035,0.828,3514,
distribution - capital,new england,,,2036,0.828,3515,
distribution - capital,new england,,,2037,0.828,3516,
distribution - capital,new england,,,2038,0.828,3517,
distribution - capital,new england,,,2039,0.828,3518,
distribution - capital,new england,,,2040,0.828,3519,
distribution - capital,new england,,,2041,0.828,3520,
distribution - capital,new england,,,2042,0.828,3521,
distribution - capital,new england,,,2043,0.828,3522,
distribution - capital,new england,,,2044,0.828,3523,
distribution - capital,new england,,,2045,0.828,3524,
distribution - capital,new england,,,2046,0.828,3525,
distribution - capital,new england,,,2047,0.828,3526,
distribution - capital,new england,,,2048,0.828,3527,
distribution - capital,new england,,,2049,0.828,3528,
distribution - capital,new england,,,2050,0.828,3529,
distribution - capital,middle atlantic,,,2015,0.791,3530,
distribution - capital,middle atlantic,,,2016,0.791,3531,
distribution - capital,middle atlantic,,,2017,0.791,3532,
distribution - capital,middle atlantic,,,2018,0.791,3533,
distribution - capital,middle atlantic,,,2019,0.791,3534,
distribution - capital,middle atlantic,,,2020,0.791,3535,
distribution - capital,middle atlantic,,,2021,0.791,3536,
distribution - capital,middle atlantic,,,2022,0.791,3537,
distribution - capital,middle atlantic,,,2023,0.791,3538,
distribution - capital,middle atlantic,,,2024,0.791,3539,
distribution - capital,middle atlantic,,,2025,0.791,3540,
distribution - capital,middle atlantic,,,2026,0.791,3541,
distribution - capital,middle atlantic,,,2027,0.791,3542,
distribution - capital,middle atlantic,,,2028,0.791,3543,
distribution - capital,middle atlantic,,,2029,0.791,3544,
distribution - capital,middle atlantic,,,2030,0.791,3545,
distribution - capital,middle atlantic,,,2031,0.791,3546,
distribution - capital,middle atlantic,,,2032,0.791,3547,
distribution - capital,middle atlantic,,,2033,0.791,3548,
distribution - capital,middle atlantic,,,2034,0.791,3549,
distribution - capital,middle atlantic,,,2035,0.791,3550,
distribution - capital,middle atlantic,,,2036,0.791,3551,
distribution - capital,middle atlantic,,,2037,0.791,3552,
distribution - capital,middle atlantic,,,2038,0.791,3553,
distribution - capital,middle atlantic,,,2039,0.791,3554,
distribution - capital,middle atlantic,,,2040,0.791,3555,
distribution - capital,middle atlantic,,,2041,0.791,3556,
distribution - capital,middle atlantic,,,2042,0.791,3557,
distribution - capital,middle atlantic,,,2043,0.791,3558,
